# Species	Genes	Alg.-Conn.	Streptococcus_australis_protein.faa	Streptococcus_cristatus_protein.faa	Streptococcus_ferus_protein.faa	Streptococcus_koreensis_protein.faa	Streptococcus_sobrinus_protein.faa	aerococcus_1.faa	aerococcus_2.faa	aerococcus_3.faa	aerococcus_4.faa	aerococcus_5.faa	anoxybacillus_1.faa	anoxybacillus_2.faa	anoxybacillus_3.faa	anoxybacillus_4.faa	anoxybacillus_5.faa	enterococcus_durans_protein.faa	enterococcus_faecium_protein.faa	enterococcus_gilvus_protein.faa	enterococcus_lactis_protein.faa	enterococcus_raffinosus_protein.faa	paenibacillus_1.faa	paenibacillus_2.faa	paenibacillus_3.faa	paenibacillus_4.faa	paenibacillus_5.faa
24	24	0.00184	WP_006595320.1	WP_005591370.1	WP_018030401.1	WP_023024832.1	WP_002959952.1	WP_034258092.1	WP_060776828.1	WP_060778689.1	WP_067978375.1	WP_050774109.1	WP_009360762.1	WP_066322169.1	*	WP_181557389.1	WP_171567214.1	WP_016177743.1	WP_002287409.1	WP_010779620.1	WP_002290936.1	WP_010745331.1	WP_014372583.1	WP_038692851.1	WP_116234463.1	WP_162354776.1	WP_162640941.1
14	14	0.361	*	*	WP_018030437.1	*	*	WP_026465245.1	WP_060776488.1	WP_060777684.1	WP_067979133.1	WP_004262795.1	WP_009373983.1	WP_238583561.1	WP_236777838.1	*	*	*	*	*	*	*	WP_013915022.1	WP_084065203.1	WP_244364603.1	WP_162360608.1	WP_162645441.1
16	18	0.54	WP_185946477.1,WP_126404960.1	WP_005591525.1	WP_018029600.1	*	*	*	*	*	WP_067980510.1	*	WP_035064466.1	*	WP_205665630.1	WP_181555451.1	WP_171564082.1	WP_081134155.1	*	WP_114525099.1	*	WP_010745155.1,WP_028020246.1	WP_014648975.1	WP_038699361.1	WP_089549714.1	WP_192043514.1	WP_192043649.1
12	13	0.432	*	*	*	WP_120701632.1	*	WP_059348330.1	*	*	WP_067978995.1	WP_003142045.1	WP_035065692.1	WP_066324849.1	*	WP_194519446.1	*	*	*	*	*	*	WP_014370308.1	WP_038694399.1	WP_152399533.1	WP_162359177.1	WP_162643250.1,WP_162643597.1
21	21	0.177	WP_126403966.1	WP_005589560.1	WP_018029420.1	WP_120702212.1	WP_019777225.1	WP_236747985.1	WP_156407343.1	WP_060777930.1	WP_143236698.1	WP_235585484.1	WP_035066716.1	WP_179946275.1	WP_127016612.1	WP_220129374.1	WP_171565477.1	WP_053108909.1	WP_002302928.1	WP_114524641.1	WP_002287654.1	WP_218255987.1	*	*	WP_244364604.1	*	*
24	25	0.299	WP_126403835.1	WP_005591836.1	WP_018030930.1	WP_120701205.1	WP_109833442.1	WP_059349050.1	WP_060776244.1	WP_060777994.1	WP_067979844.1	WP_003143562.1	WP_035065982.1	WP_066323574.1	*	WP_194519928.1	WP_230077170.1	WP_081133892.1	WP_049143629.1	WP_114524709.1	WP_002329024.1	WP_218256104.1	WP_241484325.1	WP_038697648.1	WP_152398421.1,WP_152397786.1	WP_162356485.1	WP_162639110.1
19	19	0.172	*	*	*	*	*	WP_059348561.1	*	WP_060778110.1	WP_067977209.1	WP_003143000.1	WP_128713026.1	WP_066325984.1	WP_127018019.1	WP_194518840.1	WP_171565548.1	WP_081134026.1	WP_002286883.1	WP_114525392.1	WP_002291394.1	WP_218257505.1	WP_013916444.1	WP_038697161.1	WP_152398315.1	WP_162356750.1	WP_162638965.1
15	16	0.511	*	*	WP_018029709.1	*	WP_002963179.1	WP_026465114.1,WP_026465529.1	*	WP_013669286.1	*	WP_003142036.1	WP_026011586.1	WP_066324257.1	*	WP_181556859.1	WP_171564192.1	*	WP_002287247.1	WP_010779991.1	WP_002291499.1	WP_060789404.1	WP_014368208.1	*	WP_076166532.1	*	*
15	15	0.344	*	WP_005589617.1	WP_018030334.1	*	*	WP_059348628.1	*	WP_060778540.1	WP_067977134.1	WP_003143297.1	*	*	*	*	*	WP_005878344.1	WP_002295076.1	WP_010778589.1	WP_002290905.1	WP_070509425.1	*	WP_038698508.1	WP_152404232.1	WP_162355482.1	WP_162641413.1
7	9	0.113	*	WP_000398284.1	*	WP_120701271.1,WP_120701575.1	*	*	WP_000398284.1	*	*	*	*	*	*	*	*	WP_095443921.1	WP_002297353.1	WP_096867269.1,WP_114524245.1	*	WP_000398284.1	*	*	*	*	*
9	9	0.281	*	*	*	*	*	*	*	*	*	*	WP_026011508.1	WP_066326615.1	*	WP_194519042.1	WP_230076659.1	*	*	WP_114525777.1	*	WP_028021190.1	WP_016362900.1	*	WP_152404581.1	WP_162360280.1	*
14	14	0.181	*	*	*	*	*	WP_048728971.1	WP_060776904.1	WP_060778591.1	WP_067979626.1	WP_039935443.1	*	*	WP_127017695.1	*	WP_230077361.1	WP_081134870.1	WP_002286214.1	WP_114525001.1	WP_002291329.1	WP_010745357.1	*	*	*	WP_162358413.1	WP_162644259.1
11	11	0.301	*	*	*	*	*	*	WP_060776549.1	*	*	*	*	*	WP_127015928.1	*	*	WP_095443656.1	WP_002289023.1	WP_010778539.1	WP_002329786.1	WP_218257548.1	WP_013921478.1	*	WP_076172787.1	WP_162355050.1	WP_162640635.1
19	19	0.459	WP_126403674.1	WP_005591254.1	WP_018031107.1	WP_120701345.1	WP_109833696.1	*	*	*	WP_067978196.1	*	WP_019416646.1	WP_066328012.1	*	WP_194519096.1	WP_171567521.1	WP_081133843.1	WP_002294156.1	WP_114524889.1	WP_002294156.1	WP_010745577.1	*	WP_038694542.1	WP_089548262.1	WP_162359132.1	WP_162643290.1
20	21	0.343	WP_111674403.1	WP_005590691.1	WP_018030188.1	WP_120701757.1	WP_019770630.1	WP_059348788.1	WP_060777365.1	WP_060778279.1	WP_067978491.1	WP_003141912.1	WP_035064362.1	*	*	WP_194520320.1,WP_181556129.1	*	WP_025479887.1	WP_002347404.1	WP_086303663.1	WP_002290411.1	WP_218255772.1	WP_014652250.1	WP_038696588.1	WP_152404442.1	*	*
23	23	0.252	WP_006595312.1	WP_005591360.1	WP_018031125.1	WP_120701427.1	WP_002959627.1	WP_026465821.1	WP_060776824.1	WP_060778693.1	WP_067978407.1	WP_003143123.1	WP_009360773.1	WP_066322196.1	WP_127017921.1	WP_181557410.1	WP_171567201.1	WP_005875136.1	WP_002287347.1	WP_010782088.1	WP_002287347.1	WP_010747250.1	WP_041617248.1	WP_038692838.1	WP_105442434.1	*	*
16	16	0.15	*	*	WP_018029456.1	*	WP_109833463.1	WP_026465185.1	*	*	WP_234946613.1	WP_003143176.1	WP_019416691.1	WP_066327617.1	*	WP_181554690.1	WP_171565734.1	*	*	WP_114524570.1	*	WP_218255829.1	WP_013915008.1	WP_038694873.1	WP_152400982.1	WP_162356197.1	WP_162639433.1
25	26	0.355	WP_126403671.1	WP_005591266.1	WP_111703014.1	WP_120701348.1	WP_019785425.1,WP_109833565.1	WP_059349091.1	WP_236701109.1	WP_060778576.1	WP_067979672.1	WP_003141979.1	WP_035065485.1	WP_066326509.1	WP_164730957.1	WP_194519015.1	WP_230076707.1	WP_005875693.1	WP_002294071.1	WP_114523973.1	WP_025478978.1	WP_218256740.1	WP_014652533.1	WP_038698006.1	WP_152398602.1	WP_162358515.1	WP_162644149.1
7	7	0.265	*	*	*	*	WP_019786446.1	*	*	*	*	*	*	*	*	WP_194520071.1	WP_230076606.1	WP_081134673.1	*	*	*	WP_218257486.1	WP_014371086.1	*	WP_152399796.1	*	*
7	7	0.395	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_194519704.1	WP_230076628.1	*	*	*	*	*	WP_016362415.1	WP_052098316.1	WP_152400970.1	WP_162356180.1	WP_162639453.1
7	7	0.218	*	*	*	*	*	*	*	*	*	*	WP_035067310.1	WP_066323352.1	*	WP_194520702.1	WP_171567496.1	WP_081133622.1	*	*	*	*	*	WP_052098233.1	WP_152401920.1	*	*
7	7	0.386	*	*	*	*	WP_021673597.1	WP_059349083.1	WP_060776161.1	*	*	*	*	*	*	*	*	WP_081133711.1	*	WP_114525062.1	WP_002323374.1	WP_010745264.1	*	*	*	*	*
7	7	0.292	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_002287088.1	*	WP_002329520.1	*	WP_013920540.1	WP_038694085.1	WP_152403230.1	WP_162356003.1	WP_162639654.1
18	18	0.101	WP_126404074.1	WP_005590241.1	*	WP_120702366.1	*	WP_059348884.1	*	*	*	*	WP_035065390.1	WP_066325643.1	*	WP_194520528.1	WP_230077840.1	WP_081134922.1	WP_002286858.1	WP_114525400.1	WP_002291411.1	WP_218257523.1	WP_013921323.1	WP_245625202.1	WP_076169660.1	WP_162356012.1	WP_162639640.1
10	10	0.604	WP_126403647.1	WP_005592117.1	*	WP_120701371.1	*	*	*	*	*	*	*	*	*	*	*	WP_081134640.1	WP_002294491.1	*	WP_002290952.1	WP_218257421.1	*	*	WP_244364626.1	WP_162355560.1	WP_162643870.1
10	10	0.268	WP_126403996.1	WP_005590763.1	*	WP_117744030.1	*	*	*	WP_060779013.1	*	*	*	*	*	*	*	WP_081134417.1	WP_002290168.1	WP_114524744.1	WP_002290168.1	WP_028020366.1	*	*	WP_152399821.1	*	*
14	14	0.407	*	*	*	*	*	*	*	WP_060778372.1	*	*	WP_035064083.1	WP_066323415.1	*	WP_194519896.1	WP_212132111.1	WP_081134752.1	WP_002287606.1	WP_240318337.1	WP_002287606.1	WP_218256026.1	WP_014649311.1	WP_038694368.1	WP_105446021.1	*	WP_162638091.1
21	21	0.275	WP_126404060.1	WP_005590702.1	WP_018030194.1	WP_120702082.1	WP_019791026.1	*	*	WP_060777747.1	WP_067977291.1	*	WP_035067400.1	WP_066322891.1	WP_127018036.1	WP_194519154.1	WP_171565077.1	WP_081133743.1	WP_002297145.1	WP_086306390.1	WP_002309798.1	WP_010745270.1	WP_014371793.1	WP_038699520.1	*	WP_162358016.1	WP_162644757.1
21	24	0.663	WP_126404712.1	WP_005590899.1	*	WP_006151777.1	*	WP_016897637.1	WP_060776215.1	WP_060778014.1	WP_067979918.1	WP_003143525.1	WP_019416977.1	WP_066326056.1	*	WP_181554304.1	*	WP_005875035.1	WP_002295350.1	WP_010780581.1	WP_002290971.1	WP_218255740.1	WP_014652229.1	WP_038695469.1	WP_116229572.1,WP_152404150.1	WP_162358323.1,WP_162358657.1	WP_162644340.1,WP_162643992.1
18	18	0.354	WP_126404700.1	WP_005592325.1	WP_018030373.1	WP_120701702.1	WP_002962383.1	WP_059349035.1	WP_060777017.1	WP_060778015.1	WP_143236658.1	WP_003143483.1	*	*	*	*	*	WP_005875520.1	WP_002302193.1	WP_010781484.1	WP_047929510.1	WP_218256819.1	*	WP_052099312.1	*	WP_162359638.1	WP_162642687.1
22	22	0.261	WP_126404806.1	WP_005590909.1	WP_018029922.1	WP_120701641.1	WP_002963410.1	WP_016897156.1	WP_060777367.1	WP_060778281.1	WP_067977319.1	WP_003142687.1	WP_006319394.1	*	*	WP_194520565.1	WP_171565011.1	WP_081135733.1	WP_002317577.1	WP_114524547.1	WP_002329378.1	WP_010746196.1	WP_014370565.1	*	WP_145160110.1	WP_225442625.1	WP_192043641.1
12	13	0.349	*	*	*	*	*	WP_059348972.1	*	*	WP_067980596.1,WP_067978822.1	WP_003142151.1	WP_035064388.1	*	*	WP_181554290.1	*	WP_016176634.1	WP_002295909.1	WP_010782167.1	WP_219273573.1	WP_218256305.1	WP_013918985.1	*	WP_152398012.1	*	*
14	15	0.539	WP_023022515.1	WP_005590983.1	*	WP_003006064.1	*	*	*	*	*	*	*	*	*	WP_194520373.1	WP_171565696.1	WP_005875249.1	WP_002295139.1	*	WP_002306632.1	WP_010743987.1	WP_013918218.1	WP_038696513.1	WP_076173767.1	WP_162360357.1,WP_162357372.1	WP_162639304.1
11	11	0.182	WP_185946478.1	WP_005591400.1	WP_026161946.1	WP_120701439.1	WP_019777047.1	*	*	*	WP_067977235.1	*	*	*	*	*	*	WP_081133720.1	WP_002288728.1	WP_114525283.1	WP_219273634.1	WP_218256454.1	*	*	*	*	*
11	11	0.297	*	*	*	*	*	WP_059348851.1	*	WP_060778647.1	*	WP_003141295.1	*	*	*	*	WP_230077068.1	*	WP_002331662.1	*	WP_002291256.1	*	WP_014650774.1	WP_038695731.1	WP_152398367.1	WP_162358251.1	WP_162644440.1
7	8	0.261	*	WP_000331160.1	*	*	*	*	WP_000331160.1	*	*	*	*	*	*	*	*	WP_095443914.1	WP_002297348.1	WP_010740275.1,WP_114524247.1	*	WP_000331160.1	*	*	*	*	WP_162645604.1
21	22	0.433	WP_232011391.1	WP_005592208.1	WP_018029753.1	WP_023023702.1	WP_002960331.1	WP_059348846.1	*	WP_230080670.1	*	WP_003141285.1	WP_009362541.1	WP_066323974.1	WP_236777869.1	WP_194519993.1	WP_171564701.1	WP_005880838.1	WP_002289201.1	WP_010779529.1	WP_002329762.1	WP_010745238.1	WP_013914672.1,WP_016363041.1	*	*	WP_162355553.1	WP_162640129.1
25	25	0.526	WP_126404597.1	WP_005590648.1	WP_018030220.1	WP_120701747.1	WP_019786011.1	WP_059349070.1	WP_060776915.1	WP_060777949.1	WP_067979718.1	WP_039935182.1	WP_035065373.1	WP_066327567.1	WP_127017027.1	WP_194519058.1	WP_171566667.1	WP_081134725.1	WP_127824138.1	WP_114524643.1	WP_002326078.1	WP_218255989.1	WP_014652651.1	WP_038694679.1	WP_089545737.1	WP_192043431.1	WP_162639513.1
21	22	0.479	WP_126404459.1	WP_005590142.1	WP_018029749.1	WP_120701812.1	WP_019770389.1	*	*	WP_174519260.1	*	*	WP_026011436.1	WP_066326259.1	WP_236777906.1	WP_194518954.1,WP_181554844.1	WP_171565332.1	WP_016177176.1	WP_002289206.1	WP_010779525.1	WP_002291107.1	WP_010745234.1	WP_014651893.1	WP_038698808.1	WP_145024503.1	WP_162355556.1	WP_162640126.1
24	24	0.37	WP_126403720.1	WP_005591595.1	WP_018030507.1	WP_061564669.1	WP_109833714.1	WP_059348985.1	WP_060777257.1	WP_060779070.1	WP_067980126.1	WP_003140950.1	WP_009361689.1	WP_066326406.1	WP_127016416.1	WP_194518983.1	*	WP_081134888.1	WP_002289088.1	WP_114524979.1	WP_002328905.1	WP_010745390.1	WP_014652503.1	WP_038697893.1	WP_152398555.1	WP_162360574.1	WP_162644207.1
9	9	0.203	*	*	*	*	*	WP_059348764.1	*	WP_060778195.1	*	*	*	*	*	*	WP_171565532.1	*	*	WP_086304486.1	*	*	WP_013916957.1	WP_038694455.1	WP_244364585.1	WP_225442866.1	WP_225446612.1
21	22	0.614	*	WP_005591860.1	WP_018030552.1	*	*	WP_026465128.1	WP_060776602.1	WP_060778914.1	WP_074572496.1	WP_003142052.1	WP_035066522.1	WP_066324078.1	*	WP_194520016.1	WP_171567611.1	WP_081133501.1	WP_002295818.1	WP_114524399.1	WP_002329157.1	WP_218257294.1	WP_016362273.1,WP_014652341.1	WP_038694365.1	WP_116231948.1	WP_162359207.1	WP_162643223.1
24	24	0.376	WP_126404854.1	WP_005591099.1	WP_018030677.1	WP_120701596.1	WP_109833447.1	WP_059348734.1	WP_060776933.1	WP_060777923.1	WP_067977832.1	WP_003141767.1	*	WP_066324953.1	WP_127016378.1	WP_181556929.1	WP_171565367.1	WP_081133921.1	WP_002294035.1	WP_086303391.1	WP_002329009.1	WP_010745653.1	WP_014650120.1	WP_052099202.1	WP_244364241.1	WP_162358439.1	WP_162644229.1
9	10	0.64	*	*	*	*	*	*	*	*	*	*	WP_019417393.1	WP_066322893.1	WP_205665636.1	WP_194519153.1	WP_230076873.1	*	*	*	*	*	WP_013920181.1	*	WP_244364553.1	WP_162357502.1,WP_162357814.1	WP_162638399.1
11	11	0.56	*	*	*	WP_120702105.1	*	*	*	*	*	*	WP_019418281.1	WP_066324038.1	WP_205665715.1	WP_181557287.1	WP_171564735.1	*	*	*	*	*	WP_014370098.1	WP_038696500.1	WP_152398162.1	WP_162358180.1	WP_162644583.1
11	11	0.421	*	*	WP_018029635.1	*	WP_019769724.1	WP_059348726.1	*	*	*	*	*	*	*	*	*	WP_025481317.1	WP_002317579.1	WP_114525604.1	WP_002329367.1	WP_070509944.1	*	*	WP_152397824.1	WP_162357585.1	WP_162644981.1
12	12	0.394	WP_125329433.1	WP_005590371.1	WP_018029809.1	WP_117744225.1	WP_109833600.1	*	*	*	*	*	*	*	WP_127015806.1	*	WP_171564879.1	WP_081133930.1	WP_002287046.1	WP_010781295.1	WP_002287046.1	WP_010746417.1	*	*	*	*	*
20	21	0.512	WP_023920274.1	WP_039975732.1	WP_018030935.1	WP_023022306.1	WP_019769819.1,WP_019770459.1	WP_059133988.1	WP_060776735.1	WP_111818070.1	WP_067979030.1	WP_003143241.1	WP_009362648.1	WP_066324077.1	*	WP_194520015.1	*	WP_081133500.1	WP_002295816.1	WP_010780810.1	WP_002309377.1	WP_218257293.1	WP_187298031.1	*	WP_145134125.1	*	*
24	25	0.494	WP_009731544.1	WP_005590200.1	WP_018029959.1	WP_023024169.1	WP_109833549.1	WP_059348829.1	*	WP_060778630.1	WP_200778318.1	WP_003142333.1	WP_009373558.1	WP_066327227.1	WP_236777891.1,WP_127015999.1	WP_228485615.1	WP_171564326.1	WP_016176697.1	WP_002288870.1	WP_114524415.1	WP_002309324.1	WP_218255486.1	WP_016362902.1	WP_038701306.1	WP_152398573.1	WP_162359340.1	WP_162643090.1
25	25	0.669	WP_126404126.1	WP_005590413.1	WP_018029998.1	WP_120702010.1	WP_109833545.1	WP_059349384.1	WP_060776218.1	WP_060779052.1	WP_235585063.1	WP_003143530.1	WP_019416664.1	WP_066327690.1	WP_127017849.1	WP_194519084.1	WP_212133081.1	WP_081135329.1	WP_002287956.1	WP_114523971.1	WP_002328982.1	WP_218256736.1	WP_041618752.1	WP_038697701.1	WP_152398434.1	WP_162356439.1	WP_162639137.1
19	19	0.453	*	*	WP_026161852.1	*	*	WP_059348782.1	*	WP_060778751.1	WP_234946623.1	WP_003141900.1	WP_035066819.1	WP_066326118.1	WP_164731069.1	WP_181554334.1	WP_171565249.1	WP_081135306.1	WP_002289404.1	WP_114524179.1	WP_002328989.1	WP_218257051.1	WP_014649305.1	WP_038694177.1	WP_152398401.1	WP_162357432.1	*
14	14	0.554	WP_126404410.1	WP_005590567.1	WP_018029503.1	WP_006596069.1	WP_109833525.1	WP_059349163.1	WP_060777290.1	*	WP_067978223.1	WP_003141854.1	*	*	*	*	*	WP_081133742.1	WP_002297147.1	WP_114523998.1	WP_002309800.1	WP_010746693.1	*	*	*	*	*
14	14	0.199	*	*	*	*	*	*	WP_060777291.1	WP_060778220.1	WP_067978569.1	*	*	*	WP_164730877.1	*	*	WP_095443821.1	WP_002288736.1	WP_114524347.1	WP_002292203.1	WP_218257218.1	WP_014649178.1	WP_038694404.1	WP_152400747.1	WP_162356199.1	WP_162639431.1
15	15	0.392	WP_006595795.1	WP_005590881.1	WP_018030349.1	WP_042361430.1	WP_002961012.1	WP_016897598.1	WP_060776317.1	WP_060778061.1	WP_067979983.1	WP_003143433.1	*	*	*	*	*	WP_005878592.1	WP_002294393.1	WP_010780968.1	WP_002290166.1	WP_218257170.1	*	*	*	*	*
15	15	0.409	*	*	*	*	*	WP_059348303.1	WP_060777020.1	WP_060779077.1	*	WP_039936007.1	WP_035065378.1	WP_066327560.1	WP_127016110.1	WP_194520694.1	WP_230077373.1	WP_081133914.1	WP_002288096.1	WP_114524838.1	WP_002292358.1	WP_060789535.1	*	*	WP_152403265.1	*	*
16	16	0.44	*	*	*	*	*	*	WP_060776548.1	*	*	*	WP_009373685.1	WP_066325834.1	WP_127015933.1	WP_181556108.1	WP_171564981.1	WP_005875235.1	WP_002289380.1	WP_010778542.1	WP_002329788.1	WP_218257545.1	WP_014650796.1	WP_038697041.1	WP_089548051.1	WP_162356841.1	WP_162638916.1
23	23	0.497	WP_126404385.1	WP_005589841.1	WP_018030060.1	WP_023026960.1	WP_002962770.1	WP_059349020.1	*	*	WP_067980459.1	WP_003143447.1	WP_035066770.1	WP_066326184.1	WP_127017535.1	WP_181555996.1	WP_212132358.1	WP_081134047.1	WP_002289138.1	WP_010780757.1	WP_002329282.1	WP_010744849.1	WP_013917624.1	WP_052098389.1	WP_244364455.1	WP_225442475.1	WP_162644341.1
23	23	0.624	WP_126404842.1	WP_005591875.1	WP_018030304.1	WP_120701607.1	WP_109833629.1	WP_026466245.1	*	WP_060777850.1	WP_067977770.1	WP_003143832.1	WP_009361590.1	WP_066327763.1	*	WP_181554766.1	WP_171567386.1	WP_081134147.1	WP_002285969.1	WP_114524822.1	WP_002292270.1	WP_060789408.1	WP_014650127.1	WP_052098354.1	WP_152401329.1	WP_162358432.1	WP_162644238.1
25	25	0.33	WP_126404256.1	WP_005589831.1	WP_018029814.1	WP_120701934.1	WP_019790636.1	WP_016897074.1	WP_060777014.1	WP_060778121.1	WP_067977446.1	WP_003141302.1	WP_026011871.1	WP_066322606.1	WP_127017360.1	WP_228485564.1	WP_171564072.1	WP_095443733.1	WP_002294101.1	WP_114524743.1	WP_002291530.1	WP_028020364.1	WP_014648971.1	WP_038699371.1	WP_244364642.1	WP_225442914.1	WP_225446554.1
19	19	0.61	WP_126403676.1	WP_005591252.1	WP_018031109.1	WP_023022088.1	WP_004205745.1	*	*	*	*	*	WP_009361574.1	WP_066328010.1	*	WP_181554750.1	WP_230076903.1	WP_005875492.1	WP_002292632.1	WP_114523807.1	WP_002292632.1	WP_010747028.1	WP_014649594.1	WP_038698527.1	WP_076173701.1	WP_162356085.1	WP_162639555.1
20	20	0.454	WP_126404706.1	WP_005591896.1	WP_018030379.1	WP_120701701.1	WP_019790698.1	WP_059348949.1	WP_082698929.1	WP_076340214.1	WP_067977604.1	WP_050774096.1	*	*	*	*	*	WP_081134908.1	WP_002288952.1	WP_114524082.1	WP_002328911.1	WP_218256955.1	WP_016362822.1	WP_038696045.1	WP_152398517.1	WP_162355120.1	WP_162640552.1
21	21	0.626	*	*	WP_018029949.1	*	WP_029238754.1	WP_059348967.1	WP_060776667.1	WP_060778162.1	*	WP_004262523.1	WP_035065935.1	WP_066323636.1	WP_127016338.1	WP_194519938.1	WP_230077151.1	WP_095443850.1	WP_002288878.1	WP_114524417.1	WP_219273576.1	WP_218255492.1	WP_013917724.1	WP_038697586.1	WP_152398406.1	WP_162356556.1	WP_162639075.1
24	24	0.421	WP_126404092.1	WP_005590654.1	WP_018029540.1	WP_120702032.1	WP_109833623.1	WP_059348954.1	WP_060776196.1	WP_060778184.1	WP_067977619.1	WP_003141049.1	WP_035064805.1	WP_066323201.1	*	WP_194519780.1	WP_230077414.1	WP_081133480.1	WP_002296885.1	WP_114524380.1	WP_002292947.1	WP_218257267.1	WP_014652290.1	WP_038701276.1	WP_152398454.1	WP_225442748.1	WP_225446376.1
25	25	0.619	WP_126404111.1	WP_005590500.1	WP_018029569.1	WP_120702022.1	WP_109833503.1	WP_059348902.1	WP_144428647.1	WP_060778286.1	WP_067977189.1	WP_039935702.1	WP_035067184.1	WP_066326418.1	WP_127016426.1	WP_181554535.1	WP_230076724.1	WP_095443836.1	WP_002296571.1	WP_114524398.1	WP_002329156.1	WP_218257291.1	WP_013920069.1	WP_038697928.1	WP_152398578.1	WP_162358468.1	WP_162644198.1
3	3	0.808	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152399558.1	WP_162357289.1	WP_162638476.1
3	3	0.601	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_052098440.1	WP_152402001.1	*	WP_162642109.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152403510.1	*	WP_162638468.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	WP_127017745.1	*	*	*	*	*	*	WP_218256602.1	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038695439.1	*	*	WP_162638445.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016858.1	*	WP_171565600.1	*	*	*	*	*	*	*	*	*	*
3	3	0.505	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230076928.1	*	*	*	*	*	*	*	*	WP_162355021.1	WP_162640834.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152404361.1	*	WP_162639706.1
3	3	0.877	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_076173667.1	WP_162357318.1	WP_162638446.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_230077335.1	*	*	*	*	*	*	*	WP_152399075.1	*	*
3	3	0.47	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_038697549.1	*	WP_162356015.1	WP_162639636.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_167527260.1	*	WP_162638227.1
3	3	0.957	*	*	*	*	*	*	*	*	*	*	*	*	WP_127016548.1	*	*	*	*	WP_114525797.1	*	WP_028021044.1	*	*	*	*	*
4	4	0.71	*	*	*	*	*	*	*	*	*	*	WP_009362693.1	WP_179946304.1	WP_127017502.1	*	*	*	*	*	*	*	*	WP_084065378.1	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	WP_238583529.1	*	*	*	*	*	*	*	*	*	WP_052098936.1	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_089546755.1	*	WP_162638470.1
3	3	0.361	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525688.1	*	WP_083284982.1	*	*	*	*	WP_162645659.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_244364102.1	*	WP_225446185.1
6	6	0.668	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_095443715.1	WP_002286004.1	*	WP_002342344.1	*	*	*	WP_152401161.1	WP_225442502.1	WP_225446227.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152404202.1	WP_162355365.1	*
4	4	0.882	*	*	*	*	*	*	*	*	*	*	WP_035065045.1	WP_066323321.1	*	WP_194519838.1	*	*	*	*	*	*	*	*	WP_076176171.1	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162357459.1	WP_162637974.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162357556.1	WP_162641425.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162357860.1	WP_162644953.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_152397832.1	WP_162358287.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_240913112.1	WP_162358289.1	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162358635.1	WP_162644017.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_114525781.1	*	WP_028021196.1	*	*	*	*	*
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162358951.1	WP_162643520.1
3	3	0.827	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_089547084.1	WP_225442571.1	WP_225446136.1
2	2	1	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	*	WP_162359036.1	WP_162643406.1
